Idx,Listinginfo1,LogInfo1,LogInfo2,LogInfo3
41,2013-11-7,107,6,2013-11-7
41,2013-11-7,1,1,2013-10-29
41,2013-11-7,1,2,2013-10-29
41,2013-11-7,2,1,2013-10-29
41,2013-11-7,3,1,2013-10-29
41,2013-11-7,4,1,2013-10-29
41,2013-11-7,-4,6,2013-10-29
41,2013-11-7,-4,6,2013-10-29
41,2013-11-7,-4,6,2013-10-29
41,2013-11-7,-4,6,2013-10-29
41,2013-11-7,-4,6,2013-10-29
41,2013-11-7,-4,6,2013-10-30
41,2013-11-7,-4,6,2013-11-1
41,2013-11-7,-4,6,2013-11-1
41,2013-11-7,-4,6,2013-11-2
41,2013-11-7,-4,6,2013-11-6
41,2013-11-7,-4,6,2013-11-7
41,2013-11-7,-4,6,2013-11-7
41,2013-11-7,-4,6,2013-11-7
41,2013-11-7,-4,6,2013-11-7
41,2013-11-7,-4,6,2013-11-7
43,2013-11-4,1,0,2013-10-29
43,2013-11-4,1,1,2013-10-29
43,2013-11-4,1,2,2013-10-29
43,2013-11-4,2,1,2013-10-29
43,2013-11-4,4,1,2013-10-29
43,2013-11-4,-4,6,2013-10-29
43,2013-11-4,-4,6,2013-10-29
43,2013-11-4,-4,6,2013-10-29
43,2013-11-4,-4,6,2013-10-30
43,2013-11-4,-4,6,2013-10-31
43,2013-11-4,-4,6,2013-10-31
43,2013-11-4,-4,6,2013-10-31
43,2013-11-4,-4,6,2013-10-31
43,2013-11-4,-4,6,2013-10-31
43,2013-11-4,-4,6,2013-10-31
43,2013-11-4,-4,6,2013-10-31
43,2013-11-4,-4,6,2013-10-31
43,2013-11-4,-4,6,2013-11-1
43,2013-11-4,-4,6,2013-11-1
43,2013-11-4,-4,6,2013-11-1
43,2013-11-4,-4,6,2013-11-1
43,2013-11-4,-4,6,2013-11-1
43,2013-11-4,-4,6,2013-11-2
43,2013-11-4,-4,6,2013-11-2
43,2013-11-4,-4,6,2013-11-2
43,2013-11-4,-4,6,2013-11-2
43,2013-11-4,-4,6,2013-11-3
43,2013-11-4,-4,6,2013-11-3
43,2013-11-4,-4,6,2013-11-4
43,2013-11-4,-4,6,2013-11-4
43,2013-11-4,-4,6,2013-11-4
43,2013-11-4,-4,6,2013-11-4
43,2013-11-4,-4,6,2013-11-4
48,2013-11-9,10,0,2013-7-4
48,2013-11-9,-10,13,2013-7-5
48,2013-11-9,107,6,2013-7-5
48,2013-11-9,107,6,2013-7-5
48,2013-11-9,107,6,2013-7-6
48,2013-11-9,107,6,2013-7-6
48,2013-11-9,107,6,2013-7-6
48,2013-11-9,107,6,2013-7-6
48,2013-11-9,107,6,2013-7-7
48,2013-11-9,107,6,2013-7-7
48,2013-11-9,107,6,2013-7-8
48,2013-11-9,107,6,2013-7-9
48,2013-11-9,107,6,2013-7-9
48,2013-11-9,107,6,2013-7-10
48,2013-11-9,107,6,2013-7-12
48,2013-11-9,107,6,2013-7-13
48,2013-11-9,107,6,2013-7-17
48,2013-11-9,107,6,2013-9-19
48,2013-11-9,107,6,2013-10-21
48,2013-11-9,107,6,2013-10-21
48,2013-11-9,107,6,2013-10-27
48,2013-11-9,107,6,2013-10-29
48,2013-11-9,107,6,2013-10-29
48,2013-11-9,107,6,2013-10-29
48,2013-11-9,107,6,2013-10-29
48,2013-11-9,107,6,2013-10-30
48,2013-11-9,107,6,2013-10-31
48,2013-11-9,107,6,2013-11-3
48,2013-11-9,107,6,2013-11-3
48,2013-11-9,107,6,2013-11-7
48,2013-11-9,107,6,2013-11-7
48,2013-11-9,107,6,2013-11-8
48,2013-11-9,107,6,2013-11-9
48,2013-11-9,1,1,2013-7-4
48,2013-11-9,1,2,2013-7-5
48,2013-11-9,1,2,2013-10-29
48,2013-11-9,1,6,2013-7-4
48,2013-11-9,2,1,2013-7-4
48,2013-11-9,3,1,2013-7-5
48,2013-11-9,4,1,2013-7-4
48,2013-11-9,4,19,2013-7-5
48,2013-11-9,-4,6,2013-9-19
48,2013-11-9,-4,6,2013-10-21
48,2013-11-9,-4,6,2013-10-21
48,2013-11-9,-4,6,2013-10-27
48,2013-11-9,-4,6,2013-10-29
48,2013-11-9,-4,6,2013-10-29
48,2013-11-9,-4,6,2013-10-29
48,2013-11-9,-4,6,2013-10-29
48,2013-11-9,-4,6,2013-10-30
48,2013-11-9,-4,6,2013-10-31
48,2013-11-9,-4,6,2013-11-3
48,2013-11-9,-4,6,2013-11-3
48,2013-11-9,-4,6,2013-11-7
48,2013-11-9,-4,6,2013-11-7
48,2013-11-9,-4,6,2013-11-8
48,2013-11-9,-4,6,2013-11-9
48,2013-11-9,-4,6,2013-11-9
48,2013-11-9,-4,6,2013-11-9
48,2013-11-9,4,7,2013-7-5
48,2013-11-9,4,7,2013-7-12
51,2013-11-5,1,0,2013-10-29
51,2013-11-5,1,1,2013-10-29
51,2013-11-5,1,2,2013-10-29
51,2013-11-5,1,4,2013-11-2
51,2013-11-5,1,4,2013-11-4
51,2013-11-5,2,1,2013-10-29
51,2013-11-5,2,7,2013-11-5
51,2013-11-5,2,7,2013-11-5
51,2013-11-5,4,1,2013-10-29
51,2013-11-5,-4,6,2013-10-29
51,2013-11-5,-4,6,2013-10-29
51,2013-11-5,-4,6,2013-10-29
51,2013-11-5,-4,6,2013-10-29
51,2013-11-5,-4,6,2013-10-29
51,2013-11-5,-4,6,2013-10-30
51,2013-11-5,-4,6,2013-10-31
51,2013-11-5,-4,6,2013-11-2
51,2013-11-5,-4,6,2013-11-4
51,2013-11-5,-4,6,2013-11-4
51,2013-11-5,-4,6,2013-11-4
51,2013-11-5,-4,6,2013-11-4
51,2013-11-5,-4,6,2013-11-5
57,2013-11-1,1,0,2013-10-29
57,2013-11-1,1,1,2013-10-29
57,2013-11-1,1,2,2013-10-29
57,2013-11-1,2,1,2013-10-29
57,2013-11-1,4,1,2013-10-29
57,2013-11-1,-4,6,2013-10-29
57,2013-11-1,-4,6,2013-10-29
57,2013-11-1,-4,6,2013-10-29
57,2013-11-1,-4,6,2013-10-29
57,2013-11-1,-4,6,2013-10-30
57,2013-11-1,-4,6,2013-10-31
57,2013-11-1,-4,6,2013-11-1
57,2013-11-1,4,7,2013-10-29
62,2013-11-5,1,0,2013-9-27
62,2013-11-5,1,1,2013-9-27
62,2013-11-5,1,2,2013-10-29
62,2013-11-5,1,4,2013-10-31
62,2013-11-5,1,4,2013-11-5
62,2013-11-5,1,4,2013-11-5
62,2013-11-5,2,1,2013-9-27
62,2013-11-5,4,1,2013-9-27
62,2013-11-5,-4,6,2013-9-27
62,2013-11-5,-4,6,2013-10-29
62,2013-11-5,-4,6,2013-10-29
62,2013-11-5,-4,6,2013-10-30
62,2013-11-5,-4,6,2013-10-30
62,2013-11-5,-4,6,2013-10-31
62,2013-11-5,-4,6,2013-10-31
62,2013-11-5,-4,6,2013-10-31
62,2013-11-5,-4,6,2013-10-31
62,2013-11-5,-4,6,2013-10-31
62,2013-11-5,-4,6,2013-11-1
62,2013-11-5,-4,6,2013-11-1
62,2013-11-5,-4,6,2013-11-1
62,2013-11-5,-4,6,2013-11-1
62,2013-11-5,-4,6,2013-11-1
62,2013-11-5,-4,6,2013-11-2
62,2013-11-5,-4,6,2013-11-2
62,2013-11-5,-4,6,2013-11-3
62,2013-11-5,-4,6,2013-11-3
62,2013-11-5,-4,6,2013-11-4
62,2013-11-5,-4,6,2013-11-4
62,2013-11-5,-4,6,2013-11-4
62,2013-11-5,-4,6,2013-11-4
62,2013-11-5,-4,6,2013-11-5
62,2013-11-5,-4,6,2013-11-5
62,2013-11-5,-4,6,2013-11-5
67,2013-11-7,1,0,2013-10-29
67,2013-11-7,1,1,2013-10-29
67,2013-11-7,1,2,2013-10-29
67,2013-11-7,2,1,2013-10-29
67,2013-11-7,2,21,2013-11-7
67,2013-11-7,4,1,2013-10-29
67,2013-11-7,-4,6,2013-10-29
67,2013-11-7,-4,6,2013-10-31
67,2013-11-7,-4,6,2013-10-31
67,2013-11-7,-4,6,2013-11-2
67,2013-11-7,-4,6,2013-11-3
67,2013-11-7,-4,6,2013-11-3
67,2013-11-7,-4,6,2013-11-3
67,2013-11-7,-4,6,2013-11-5
67,2013-11-7,-4,6,2013-11-5
67,2013-11-7,-4,6,2013-11-5
67,2013-11-7,-4,6,2013-11-6
67,2013-11-7,-4,6,2013-11-6
68,2013-11-1,107,6,2013-8-30
68,2013-11-1,107,6,2013-8-30
68,2013-11-1,107,6,2013-9-1
68,2013-11-1,107,6,2013-9-3
68,2013-11-1,107,6,2013-9-4
68,2013-11-1,107,6,2013-9-15
68,2013-11-1,107,6,2013-10-28
68,2013-11-1,107,6,2013-10-29
68,2013-11-1,107,6,2013-10-29
68,2013-11-1,107,6,2013-10-31
68,2013-11-1,107,6,2013-10-31
68,2013-11-1,1,1,2013-8-26
68,2013-11-1,12,0,2013-8-26
68,2013-11-1,1,2,2013-8-30
68,2013-11-1,1,2,2013-10-28
68,2013-11-1,1,2,2013-10-29
68,2013-11-1,1,2,2013-10-29
68,2013-11-1,2,1,2013-8-26
68,2013-11-1,4,1,2013-8-26
68,2013-11-1,-4,6,2013-8-26
68,2013-11-1,-4,6,2013-8-30
68,2013-11-1,-4,6,2013-8-30
68,2013-11-1,-4,6,2013-9-1
68,2013-11-1,-4,6,2013-9-3
68,2013-11-1,-4,6,2013-9-4
68,2013-11-1,-4,6,2013-9-15
68,2013-11-1,-4,6,2013-10-28
68,2013-11-1,-4,6,2013-10-29
68,2013-11-1,-4,6,2013-10-29
68,2013-11-1,-4,6,2013-10-31
68,2013-11-1,-4,6,2013-10-31
68,2013-11-1,4,7,2013-10-31
71,2013-11-4,10,0,2013-8-4
71,2013-11-4,-10,13,2013-11-3
71,2013-11-4,1,1,2013-8-4
71,2013-11-4,1,2,2013-10-29
71,2013-11-4,1,6,2013-8-4
71,2013-11-4,2,1,2013-8-4
71,2013-11-4,2,7,2013-11-3
71,2013-11-4,3,1,2013-11-3
71,2013-11-4,4,1,2013-8-4
71,2013-11-4,-4,6,2013-9-26
71,2013-11-4,-4,6,2013-9-26
71,2013-11-4,-4,6,2013-10-29
71,2013-11-4,-4,6,2013-10-29
71,2013-11-4,-4,6,2013-10-30
71,2013-11-4,-4,6,2013-10-30
71,2013-11-4,-4,6,2013-10-30
71,2013-11-4,-4,6,2013-10-30
71,2013-11-4,-4,6,2013-10-30
71,2013-11-4,-4,6,2013-10-31
71,2013-11-4,-4,6,2013-10-31
71,2013-11-4,-4,6,2013-10-31
71,2013-11-4,-4,6,2013-10-31
71,2013-11-4,-4,6,2013-10-31
71,2013-11-4,-4,6,2013-10-31
71,2013-11-4,-4,6,2013-10-31
71,2013-11-4,-4,6,2013-11-1
71,2013-11-4,-4,6,2013-11-1
71,2013-11-4,-4,6,2013-11-1
71,2013-11-4,-4,6,2013-11-1
71,2013-11-4,-4,6,2013-11-2
71,2013-11-4,-4,6,2013-11-2
71,2013-11-4,-4,6,2013-11-2
71,2013-11-4,-4,6,2013-11-3
71,2013-11-4,-4,6,2013-11-3
71,2013-11-4,-4,6,2013-11-3
71,2013-11-4,-4,6,2013-11-3
71,2013-11-4,-4,6,2013-11-4
71,2013-11-4,-4,6,2013-11-4
71,2013-11-4,-4,6,2013-11-4
71,2013-11-4,-4,6,2013-11-4
71,2013-11-4,-4,6,2013-11-4
71,2013-11-4,4,7,2013-9-26
71,2013-11-4,4,7,2013-10-29
73,2013-11-1,1,0,2013-10-29
73,2013-11-1,1,1,2013-10-29
73,2013-11-1,1,2,2013-10-29
73,2013-11-1,1,4,2013-10-30
73,2013-11-1,1,4,2013-10-30
73,2013-11-1,1,4,2013-10-30
73,2013-11-1,2,1,2013-10-29
73,2013-11-1,4,1,2013-10-29
73,2013-11-1,-4,6,2013-10-29
73,2013-11-1,-4,6,2013-10-29
73,2013-11-1,-4,6,2013-10-29
73,2013-11-1,-4,6,2013-10-29
73,2013-11-1,-4,6,2013-10-29
73,2013-11-1,-4,6,2013-10-29
73,2013-11-1,-4,6,2013-10-29
73,2013-11-1,-4,6,2013-10-30
73,2013-11-1,-4,6,2013-10-30
73,2013-11-1,-4,6,2013-10-31
73,2013-11-1,-4,6,2013-11-1
75,2013-11-5,-10,13,2013-6-10
75,2013-11-5,1,0,2013-6-10
75,2013-11-5,1,1,2013-6-10
75,2013-11-5,1,2,2013-10-29
75,2013-11-5,2,1,2013-6-10
75,2013-11-5,3,1,2013-6-10
75,2013-11-5,4,1,2013-6-10
75,2013-11-5,-4,6,2013-6-10
75,2013-11-5,4,6,2013-6-10
75,2013-11-5,-4,6,2013-10-6
75,2013-11-5,-4,6,2013-10-29
75,2013-11-5,-4,6,2013-10-31
75,2013-11-5,-4,6,2013-11-1
75,2013-11-5,-4,6,2013-11-1
75,2013-11-5,-4,6,2013-11-1
75,2013-11-5,-4,6,2013-11-1
75,2013-11-5,-4,6,2013-11-2
75,2013-11-5,-4,6,2013-11-2
75,2013-11-5,-4,6,2013-11-2
75,2013-11-5,-4,6,2013-11-2
75,2013-11-5,-4,6,2013-11-3
75,2013-11-5,-4,6,2013-11-4
75,2013-11-5,-4,6,2013-11-4
75,2013-11-5,-4,6,2013-11-4
75,2013-11-5,-4,6,2013-11-4
75,2013-11-5,-4,6,2013-11-5
75,2013-11-5,4,7,2013-6-10
80,2013-11-1,-10,13,2013-10-28
80,2013-11-1,1,1,2013-10-28
80,2013-11-1,1,20,2013-10-28
80,2013-11-1,12,0,2013-10-28
80,2013-11-1,1,2,2013-10-29
80,2013-11-1,2,11,2013-10-29
80,2013-11-1,2,11,2013-10-31
80,2013-11-1,2,1,2013-10-28
80,2013-11-1,2,3,2013-10-28
80,2013-11-1,2,3,2013-10-28
80,2013-11-1,2,3,2013-10-28
80,2013-11-1,2,3,2013-10-30
80,2013-11-1,2,3,2013-10-30
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-10-31
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,2,3,2013-11-1
80,2013-11-1,3,1,2013-10-28
80,2013-11-1,4,1,2013-10-28
80,2013-11-1,-4,6,2013-10-28
80,2013-11-1,-4,6,2013-10-28
80,2013-11-1,-4,6,2013-10-28
80,2013-11-1,-4,6,2013-10-28
80,2013-11-1,-4,6,2013-10-29
80,2013-11-1,-4,6,2013-10-29
80,2013-11-1,-4,6,2013-10-29
80,2013-11-1,-4,6,2013-10-29
80,2013-11-1,-4,6,2013-10-29
80,2013-11-1,-4,6,2013-10-29
80,2013-11-1,-4,6,2013-10-30
80,2013-11-1,-4,6,2013-10-30
80,2013-11-1,-4,6,2013-10-30
80,2013-11-1,-4,6,2013-10-30
80,2013-11-1,-4,6,2013-10-30
80,2013-11-1,-4,6,2013-10-30
80,2013-11-1,-4,6,2013-10-30
80,2013-11-1,-4,6,2013-10-30
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-10-31
80,2013-11-1,-4,6,2013-11-1
80,2013-11-1,-4,6,2013-11-1
80,2013-11-1,-4,6,2013-11-1
80,2013-11-1,4,7,2013-10-28
80,2013-11-1,4,7,2013-10-28
81,2013-11-4,1,0,2013-10-29
81,2013-11-4,1,1,2013-10-29
81,2013-11-4,1,2,2013-10-29
81,2013-11-4,1,4,2013-10-29
81,2013-11-4,1,4,2013-10-29
81,2013-11-4,1,4,2013-10-29
81,2013-11-4,1,4,2013-11-1
81,2013-11-4,2,1,2013-10-29
81,2013-11-4,4,1,2013-10-29
81,2013-11-4,-4,6,2013-10-29
81,2013-11-4,-4,6,2013-10-30
81,2013-11-4,-4,6,2013-11-1
82,2013-11-1,1,0,2013-10-29
82,2013-11-1,1,1,2013-10-29
82,2013-11-1,1,2,2013-10-29
82,2013-11-1,2,1,2013-10-29
82,2013-11-1,4,1,2013-10-29
82,2013-11-1,-4,6,2013-10-29
82,2013-11-1,-4,6,2013-10-29
82,2013-11-1,-4,6,2013-10-30
82,2013-11-1,-4,6,2013-10-30
82,2013-11-1,-4,6,2013-10-30
82,2013-11-1,-4,6,2013-10-30
82,2013-11-1,-4,6,2013-10-30
82,2013-11-1,-4,6,2013-10-30
82,2013-11-1,-4,6,2013-10-31
82,2013-11-1,-4,6,2013-10-31
82,2013-11-1,-4,6,2013-10-31
82,2013-11-1,-4,6,2013-10-31
82,2013-11-1,-4,6,2013-10-31
82,2013-11-1,-4,6,2013-10-31
82,2013-11-1,-4,6,2013-10-31
82,2013-11-1,-4,6,2013-11-1
82,2013-11-1,-4,6,2013-11-1
82,2013-11-1,-4,6,2013-11-1
82,2013-11-1,-4,6,2013-11-1
82,2013-11-1,-4,6,2013-11-1
82,2013-11-1,-4,6,2013-11-1
82,2013-11-1,-4,6,2013-11-1
82,2013-11-1,99,6,2013-10-30
83,2013-11-4,1,0,2013-10-29
83,2013-11-4,1,1,2013-10-29
83,2013-11-4,1,2,2013-10-29
83,2013-11-4,1,4,2013-10-29
83,2013-11-4,2,1,2013-10-29
83,2013-11-4,4,1,2013-10-29
83,2013-11-4,-4,6,2013-10-29
83,2013-11-4,-4,6,2013-10-31
83,2013-11-4,-4,6,2013-10-31
83,2013-11-4,-4,6,2013-10-31
83,2013-11-4,-4,6,2013-10-31
83,2013-11-4,-4,6,2013-11-1
83,2013-11-4,-4,6,2013-11-1
83,2013-11-4,-4,6,2013-11-2
86,2013-11-1,107,6,2013-10-29
86,2013-11-1,107,6,2013-10-30
86,2013-11-1,107,6,2013-10-30
86,2013-11-1,107,6,2013-10-30
86,2013-11-1,107,6,2013-10-31
86,2013-11-1,107,6,2013-10-31
86,2013-11-1,107,6,2013-11-1
86,2013-11-1,1,1,2013-10-20
86,2013-11-1,12,0,2013-10-20
86,2013-11-1,1,2,2013-10-29
86,2013-11-1,1,4,2013-10-31
86,2013-11-1,2,1,2013-10-20
86,2013-11-1,2,7,2013-10-30
86,2013-11-1,2,7,2013-10-30
86,2013-11-1,2,7,2013-10-30
86,2013-11-1,4,1,2013-10-20
86,2013-11-1,-4,6,2013-10-20
86,2013-11-1,-4,6,2013-10-29
86,2013-11-1,-4,6,2013-10-30
86,2013-11-1,-4,6,2013-10-30
86,2013-11-1,-4,6,2013-10-30
86,2013-11-1,-4,6,2013-10-30
86,2013-11-1,-4,6,2013-10-31
86,2013-11-1,-4,6,2013-10-31
86,2013-11-1,-4,6,2013-10-31
86,2013-11-1,-4,6,2013-10-31
86,2013-11-1,-4,6,2013-10-31
86,2013-11-1,-4,6,2013-10-31
86,2013-11-1,-4,6,2013-11-1
86,2013-11-1,-4,6,2013-11-1
88,2013-11-1,100,6,2013-1-25
88,2013-11-1,100,6,2013-7-14
88,2013-11-1,100,6,2013-10-25
88,2013-11-1,100,6,2013-10-29
88,2013-11-1,100,6,2013-10-29
88,2013-11-1,100,6,2013-10-30
88,2013-11-1,100,6,2013-10-30
88,2013-11-1,100,6,2013-10-31
88,2013-11-1,100,6,2013-10-31
88,2013-11-1,1,20,2012-1-5
88,2013-11-1,1,20,2012-1-5
88,2013-11-1,1,2,2013-10-29
88,2013-11-1,1,6,2012-1-5
88,2013-11-1,1,6,2012-1-5
88,2013-11-1,1,6,2012-1-5
88,2013-11-1,1,6,2012-1-5
88,2013-11-1,1,6,2012-1-5
88,2013-11-1,1,6,2012-1-6
88,2013-11-1,1,6,2012-1-12
88,2013-11-1,1,6,2012-2-27
88,2013-11-1,1,6,2012-5-11
88,2013-11-1,2,0,2012-1-5
88,2013-11-1,2,2,2012-1-5
88,2013-11-1,2,3,2012-1-5
88,2013-11-1,2,3,2012-1-5
88,2013-11-1,2,3,2012-1-5
88,2013-11-1,2,3,2012-1-5
88,2013-11-1,2,3,2012-1-5
88,2013-11-1,2,3,2012-1-5
88,2013-11-1,2,3,2012-1-5
88,2013-11-1,2,3,2012-1-5
88,2013-11-1,2,3,2012-1-6
88,2013-11-1,2,3,2012-1-6
88,2013-11-1,2,3,2012-2-27
88,2013-11-1,2,3,2012-2-27
88,2013-11-1,2,3,2012-10-19
88,2013-11-1,2,3,2012-10-19
88,2013-11-1,2,3,2013-7-14
88,2013-11-1,2,3,2013-7-14
88,2013-11-1,2,3,2013-10-30
88,2013-11-1,2,3,2013-10-30
88,2013-11-1,2,3,2013-10-30
88,2013-11-1,2,3,2013-10-30
88,2013-11-1,2,3,2013-10-30
88,2013-11-1,2,6,2012-1-5
88,2013-11-1,3,1,2012-1-5
88,2013-11-1,4,1,2012-1-5
88,2013-11-1,4,6,2012-10-19
88,2013-11-1,4,6,2012-10-23
88,2013-11-1,-4,6,2013-10-25
88,2013-11-1,-4,6,2013-10-29
88,2013-11-1,-4,6,2013-10-29
88,2013-11-1,-4,6,2013-10-30
88,2013-11-1,-4,6,2013-10-31
97,2013-11-1,-10,13,2013-10-29
97,2013-11-1,1,0,2013-10-17
97,2013-11-1,10,20,2013-10-30
97,2013-11-1,107,6,2013-10-31
97,2013-11-1,107,6,2013-10-31
97,2013-11-1,107,6,2013-11-1
97,2013-11-1,107,6,2013-11-1
97,2013-11-1,107,6,2013-11-1
97,2013-11-1,1,1,2013-10-17
97,2013-11-1,1,2,2013-10-30
97,2013-11-1,2,11,2013-10-29
97,2013-11-1,2,1,2013-10-17
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-29
97,2013-11-1,2,3,2013-10-30
97,2013-11-1,2,3,2013-10-30
97,2013-11-1,2,3,2013-10-30
97,2013-11-1,2,3,2013-10-30
97,2013-11-1,2,3,2013-10-31
97,2013-11-1,2,3,2013-11-1
97,2013-11-1,3,1,2013-10-29
97,2013-11-1,4,1,2013-10-17
97,2013-11-1,-4,6,2013-10-17
97,2013-11-1,-4,6,2013-10-29
97,2013-11-1,-4,6,2013-10-29
97,2013-11-1,-4,6,2013-10-30
97,2013-11-1,-4,6,2013-10-30
97,2013-11-1,-4,6,2013-10-30
97,2013-11-1,-4,6,2013-10-30
97,2013-11-1,-4,6,2013-10-31
97,2013-11-1,-4,6,2013-10-31
97,2013-11-1,-4,6,2013-10-31
97,2013-11-1,-4,6,2013-10-31
97,2013-11-1,-4,6,2013-11-1
97,2013-11-1,-4,6,2013-11-1
97,2013-11-1,-4,6,2013-11-1
109,2013-11-6,1,0,2012-8-30
109,2013-11-6,1,1,2012-8-30
109,2013-11-6,1,2,2013-10-30
109,2013-11-6,2,1,2012-8-30
109,2013-11-6,3,1,2012-8-30
109,2013-11-6,4,1,2012-8-30
109,2013-11-6,-4,6,2012-8-30
109,2013-11-6,-4,6,2012-8-30
109,2013-11-6,4,6,2012-8-30
109,2013-11-6,-4,6,2012-9-21
109,2013-11-6,-4,6,2013-10-6
109,2013-11-6,-4,6,2013-10-13
109,2013-11-6,-4,6,2013-10-17
109,2013-11-6,-4,6,2013-10-28
109,2013-11-6,-4,6,2013-10-30
109,2013-11-6,-4,6,2013-10-30
109,2013-11-6,-4,6,2013-10-30
109,2013-11-6,-4,6,2013-10-30
109,2013-11-6,-4,6,2013-10-31
109,2013-11-6,-4,6,2013-10-31
109,2013-11-6,-4,6,2013-10-31
109,2013-11-6,-4,6,2013-10-31
